ID,school,city,cluster,ndvi_mean,nlcd_canopy_mean,nlcd_high_canopy_frac,percent_eligible_frpm_k12
43696666095418,Castillero Middle,San Jose,0,0.3166881071523534,5.3620333801650215,0.3609350473427209,0.32
43696666119010,Ernesto Galarza Elementary,San Jose,1,0.4089999972109009,13.938105502089078,0.7827674734688836,0.773
43696740140475,Abram Agnew Elementary,San Jose,0,0.2768321758982014,3.258820783642539,0.2395317548211132,0.25
43696740140483,Dolores Huerta Middle,San Jose,0,0.27905782081675,3.400614153913744,0.2499954235922969,0.37
43696740141283,Kathleen MacDonald High,San Jose,0,0.2541974837145391,3.3098051419105063,0.2482449958355832,0.318
43697086049316,Carlton Elementary,San Jose,1,0.3416618150313699,9.613171021921197,0.5786234039632054,0.053
43697086049332,Dartmouth Middle,San Jose,0,0.2859340982011157,4.074419009088995,0.2973465259535208,0.174
43697086049357,Guadalupe Elementary,San Jose,1,0.3130509514315722,6.266922334140302,0.401330813269691,0.0819999999999999
43697086049373,Lietz Elementary,San Jose,0,0.2880433613555745,5.897748854748732,0.3909322642796015,0.2319999999999999
43697086049407,Noddin Elementary,San Jose,1,0.3221620928047939,8.314474129804042,0.5590122372021931,0.152
43697086049415,Oster Elementary,San Jose,0,0.2925860883026526,3.626911300989005,0.2628293433042111,0.128
43697086049449,Union Middle,San Jose,1,0.3298238002140728,7.783453395454424,0.5111579968695368,0.078
